customer_id,arrival_date,departure_date,lifetime,plan_type,num_profiles,age_group,region,weekly_view_hrs,categories_used,days_since_last_login,acquisition_cost,service_cost,promo_subscriber,monthly_rate,monthly_spend
28600,2020-11-27,2021-01-03,37,standalone,3,25-34,US,4.3,1,21.876,46.61,3.89,true,11.99,12.06
28601,2023-11-14,2024-09-04,295,bundle,3,45-54,US,13.3,1,7.974,57.5,6.08,false,18.99,18.82
28602,2026-04-27,,,standalone,1,45-54,US,6.5,1,8.95,45.92,4.55,false,11.99,12.74
28603,2023-05-28,2023-07-03,36,standalone,0,35-44,US,1.2,0,8.335,50.65,4.2,false,11.99,9.41
28604,2024-06-17,2024-10-15,120,standalone,1,45-54,US,2.4,0,5.427,61.08,4.73,false,11.99,10.72
28605,2023-07-04,2024-01-04,184,standalone,5,25-34,US,7.3,2,8.345,45.2,4.24,false,11.99,11.55
28606,2026-01-22,,,standalone,4,25-34,US,4.0,2,2.191,52.69,3.77,false,11.99,10.54
28607,2024-01-01,2025-05-24,509,standalone,2,18-24,LATAM,5.9,2,1.715,40.93,3.76,false,11.99,10.65
28608,2021-09-10,2022-08-23,347,standalone,3,18-24,US,1.9,1,0.398,51.7,3.72,false,11.99,10.82
28609,2022-01-16,2023-03-02,410,standalone,2,25-34,EMEA,3.0,2,2.069,42.21,2.9,false,11.99,11.26
28610,2025-11-06,2026-05-01,176,standalone,2,35-44,LATAM,2.3,0,6.771,60.69,4.13,false,11.99,10.63
28611,2025-07-30,2026-01-02,156,standalone,3,25-34,EMEA,5.8,4,7.645,58.77,3.87,false,11.99,13.9
28612,2023-04-03,2023-06-25,83,standalone,1,45-54,LATAM,0.9,2,28.662,49.01,1.78,false,11.99,12.24
28613,2026-02-08,2026-05-19,100,standalone,1,35-44,US,0.9,2,3.628,55.27,2.51,false,11.99,11.47
28614,2025-12-24,2026-04-11,108,standalone,2,45-54,APAC,2.1,0,4.376,55.61,4.13,false,11.99,10.78
28615,2022-07-26,2023-01-21,179,bundle,5,55+,US,6.2,1,4.383,59.61,5.66,false,18.99,19.53
28616,2025-09-15,2026-01-08,115,standalone,0,35-44,APAC,3.2,1,4.177,45.17,3.77,true,11.99,11.0
28617,2020-05-18,2020-11-06,172,bundle,2,25-34,APAC,8.3,0,5.784,46.75,5.17,false,18.99,15.6
28618,2025-06-16,,,standalone,0,18-24,US,2.6,4,1.191,47.69,2.74,false,11.99,11.88
28619,2020-12-19,2021-05-17,149,standalone,2,35-44,US,1.5,0,19.79,51.58,2.48,false,11.99,10.97
28620,2023-10-29,2024-07-12,257,bundle,4,55+,LATAM,5.2,4,5.904,46.02,3.35,false,18.99,17.29
28621,2023-05-13,2024-04-22,345,bundle,3,35-44,APAC,8.4,1,1.334,54.38,4.85,false,18.99,20.86
28622,2021-05-17,2022-04-27,345,standalone,7,35-44,US,3.2,1,0.555,53.61,3.87,false,11.99,11.55
28623,2025-02-05,2025-10-06,243,standalone,1,25-34,LATAM,6.4,2,9.417,54.89,3.99,false,11.99,12.89
28624,2026-01-06,2026-04-10,94,standalone,1,25-34,EMEA,2.2,0,4.251,44.13,3.9,false,11.99,12.42
28625,2025-03-22,2025-04-24,33,standalone,2,45-54,LATAM,1.2,0,23.138,49.62,3.43,false,11.99,11.84
28626,2026-06-02,,,standalone,4,18-24,EMEA,10.5,6,0.548,53.23,5.16,false,11.99,13.01
28627,2023-06-15,,,bundle,0,35-44,US,14.0,1,0.697,53.38,4.97,false,18.99,17.17
28628,2023-06-27,2023-12-29,185,standalone,3,35-44,US,4.0,4,5.999,53.75,3.42,false,11.99,13.75
28629,2020-09-02,2020-11-15,74,standalone,1,35-44,LATAM,3.1,2,12.988,43.71,3.35,false,11.99,12.16
28630,2025-01-03,2025-07-15,193,bundle,4,45-54,US,1.4,2,11.244,48.09,2.28,false,18.99,16.64
28631,2025-10-20,2026-06-18,241,standalone,2,18-24,EMEA,2.4,1,14.86,31.91,2.78,false,11.99,14.67
28632,2025-06-24,2026-02-03,224,standalone,3,18-24,LATAM,7.5,1,2.529,54.78,6.52,false,11.99,13.23
28633,2025-06-14,2026-06-29,380,bundle,4,45-54,EMEA,2.4,0,1.97,40.25,3.57,false,18.99,18.87
28634,2023-02-01,2025-05-18,837,bundle,4,35-44,APAC,7.7,4,2.114,45.29,3.52,false,18.99,17.5
28635,2026-07-27,,,standalone,3,18-24,EMEA,10.3,4,0.695,52.3,4.97,false,11.99,12.19
28636,2021-07-20,2021-11-07,110,standalone,2,25-34,US,7.0,0,1.594,62.52,5.89,false,11.99,10.46
28637,2024-01-29,2024-11-22,298,standalone,5,45-54,LATAM,8.5,1,0.973,71.17,5.43,false,11.99,11.49
28638,2025-01-28,,,standalone,2,55+,LATAM,23.8,2,1.692,44.79,5.57,false,11.99,11.23
28639,2024-02-25,2024-06-24,120,standalone,4,45-54,APAC,8.3,1,2.223,38.47,5.98,true,11.99,14.34
28640,2025-08-30,2026-07-12,316,bundle,4,45-54,EMEA,3.6,2,3.786,40.39,3.34,false,18.99,19.13
28641,2025-02-18,2025-07-28,160,standalone,2,25-34,US,6.1,0,0.131,53.28,8.56,false,11.99,12.35
28642,2023-03-30,2023-06-30,92,bundle,7,25-34,LATAM,14.8,4,10.962,38.09,5.63,true,18.99,16.73
28643,2021-06-28,2022-12-07,527,standalone,4,25-34,US,11.7,2,0.174,54.35,6.74,false,11.99,12.48
28644,2025-11-02,2026-04-23,172,standalone,2,55+,LATAM,8.9,0,10.65,47.52,3.91,true,11.99,12.66
28645,2022-07-27,2024-08-14,749,standalone,0,25-34,LATAM,5.2,2,1.87,36.53,3.71,false,11.99,10.54
28646,2020-05-04,2020-07-03,60,bundle,0,45-54,APAC,1.8,0,0.866,55.49,5.35,false,18.99,16.18
28647,2023-11-04,2024-03-28,145,bundle,4,25-34,EMEA,3.0,3,9.82,61.27,3.03,false,18.99,18.84
28648,2023-04-11,2023-07-08,88,standalone,2,18-24,LATAM,5.6,2,8.332,35.4,3.76,true,11.99,14.73
28649,2021-07-18,2022-03-02,227,standalone,4,18-24,EMEA,3.9,2,0.86,37.47,3.31,true,11.99,12.31
28650,2024-05-15,2024-07-17,63,standalone,0,45-54,US,2.3,1,11.991,50.85,3.32,true,11.99,10.84
28651,2025-09-01,2026-02-08,160,standalone,5,25-34,LATAM,2.9,1,3.032,58.14,4.41,false,11.99,10.98
28652,2025-11-08,2026-02-17,101,standalone,4,55+,US,13.6,2,0.436,55.64,10.13,false,11.99,13.43
28653,2021-06-14,2021-11-29,168,standalone,1,35-44,EMEA,10.0,0,5.48,57.9,5.28,false,11.99,12.48
28654,2020-05-24,2020-12-15,205,standalone,2,55+,EMEA,14.0,2,4.308,44.45,5.16,true,11.99,11.51
28655,2025-09-29,,,standalone,3,35-44,US,23.6,4,1.324,30.62,4.67,false,11.99,10.76
28656,2020-06-03,2021-05-21,352,standalone,1,18-24,US,5.4,3,5.942,29.85,3.25,true,11.99,12.33
28657,2023-05-18,2023-07-03,46,bundle,4,55+,US,1.3,0,12.01,51.37,3.71,false,18.99,17.9
28658,2026-05-14,,,standalone,2,18-24,US,3.0,0,4.43,36.34,4.0,false,11.99,10.05
28659,2020-02-27,2020-06-03,97,standalone,3,35-44,LATAM,5.1,2,2.023,50.14,4.21,true,11.99,13.48
28660,2021-07-13,2024-07-12,1095,bundle,5,18-24,US,6.7,5,0.081,57.45,4.29,false,18.99,15.86
28661,2025-12-13,2026-08-08,238,standalone,2,35-44,APAC,2.9,1,2.178,59.36,3.82,false,11.99,11.27
28662,2023-02-05,2025-01-13,708,standalone,2,35-44,LATAM,7.8,2,0.064,32.74,4.85,false,11.99,12.26
28663,2025-08-27,,,bundle,6,45-54,EMEA,15.2,2,1.433,62.37,6.46,false,18.99,16.4
28664,2021-02-06,2021-05-02,85,standalone,2,18-24,APAC,2.2,1,7.526,40.28,3.54,false,11.99,12.94
28665,2025-09-03,,,standalone,1,25-34,EMEA,9.1,3,4.451,55.54,4.24,false,11.99,11.25
28666,2020-11-11,2021-02-14,95,standalone,0,35-44,APAC,9.0,1,13.203,52.11,4.13,true,11.99,13.26
28667,2023-04-27,2023-09-20,146,standalone,1,18-24,APAC,5.7,0,2.469,48.77,4.43,true,11.99,13.38
28668,2021-12-26,2022-11-22,331,standalone,3,55+,US,5.0,3,2.532,57.29,3.75,false,11.99,12.87
28669,2025-10-03,,,standalone,5,25-34,LATAM,17.5,1,1.616,43.39,5.69,false,11.99,13.47
28670,2024-01-07,2025-08-24,595,bundle,2,45-54,LATAM,20.3,2,0.788,63.67,6.11,false,18.99,18.8
28671,2022-12-18,2023-02-09,53,standalone,5,45-54,US,2.4,1,7.485,38.06,4.26,false,11.99,13.09
28672,2025-01-15,2025-05-31,136,bundle,4,35-44,EMEA,24.7,0,9.421,47.16,7.7,true,18.99,17.71
28673,2026-03-31,,,standalone,2,18-24,LATAM,4.5,1,3.758,32.82,3.6,true,11.99,11.87
28674,2022-10-14,2023-01-16,94,standalone,4,18-24,APAC,8.0,3,5.045,39.29,5.61,false,11.99,10.5
28675,2025-03-05,2026-07-08,490,standalone,0,35-44,US,4.1,1,3.696,59.49,3.35,false,11.99,9.45
28676,2023-06-29,2025-06-06,708,standalone,3,35-44,EMEA,9.9,2,0.144,40.56,6.66,false,11.99,12.78
28677,2022-01-26,2022-12-08,316,standalone,1,45-54,US,3.4,1,5.871,50.21,4.58,false,11.99,13.42
28678,2025-03-13,2025-11-08,240,standalone,0,35-44,US,5.7,2,13.667,45.87,3.46,false,11.99,11.75
28679,2024-07-18,2024-12-29,164,standalone,5,55+,US,2.0,1,6.973,49.05,2.92,false,11.99,11.0
28680,2026-06-21,,,bundle,4,25-34,APAC,7.7,2,1.223,68.49,3.93,false,18.99,22.66
28681,2024-10-20,2024-12-27,68,standalone,1,35-44,EMEA,4.1,0,17.78,59.9,4.14,false,11.99,11.19
28682,2025-06-06,,,bundle,1,25-34,APAC,10.7,2,1.419,56.45,5.52,false,18.99,16.41
28683,2021-11-21,2022-03-11,110,standalone,2,18-24,EMEA,5.4,0,4.738,50.53,5.29,false,11.99,11.14
28684,2021-09-04,2022-03-06,183,bundle,5,25-34,LATAM,8.7,4,13.844,45.29,3.39,true,18.99,15.0
28685,2025-08-26,2026-05-14,261,standalone,3,45-54,EMEA,2.8,1,0.738,55.0,4.22,false,11.99,10.65
28686,2023-06-10,2023-08-16,67,bundle,2,25-34,EMEA,2.1,2,11.614,66.51,3.26,true,18.99,18.82
28687,2026-02-22,,,standalone,2,45-54,US,3.2,1,1.998,45.31,3.44,false,11.99,13.4
28688,2020-08-12,2021-03-01,201,standalone,2,18-24,EMEA,2.6,1,2.005,52.74,3.46,false,11.99,12.41
28689,2024-06-11,2024-08-26,76,standalone,2,35-44,US,2.1,0,6.141,51.48,4.0,false,11.99,12.21
28690,2025-08-30,2026-01-06,129,standalone,1,25-34,LATAM,5.4,2,20.833,51.83,3.5,false,11.99,11.86
28691,2025-09-02,2025-12-25,114,standalone,3,35-44,LATAM,5.1,1,2.839,45.9,4.06,true,11.99,12.67
28692,2022-01-02,2022-04-04,92,bundle,3,45-54,US,8.2,0,7.414,50.21,4.95,true,18.99,22.57
28693,2022-06-04,2023-01-03,213,standalone,1,55+,APAC,3.5,3,5.274,49.19,3.71,false,11.99,9.78
28694,2022-11-07,2026-01-31,1181,bundle,4,35-44,US,28.5,3,0.782,70.17,6.95,false,18.99,19.95
28695,2024-04-10,2026-07-25,836,bundle,4,25-34,US,4.5,2,2.107,64.79,3.13,false,18.99,18.41
28696,2026-06-19,,,bundle,8,25-34,US,5.1,2,7.293,43.54,5.0,false,18.99,19.06
28697,2025-08-17,2026-01-22,158,standalone,2,25-34,US,3.2,0,9.001,49.99,3.36,false,11.99,10.33
28698,2022-09-15,2022-11-30,76,standalone,0,18-24,LATAM,6.7,0,10.63,43.15,4.35,true,11.99,12.34
28699,2025-12-18,2026-07-22,216,bundle,2,55+,APAC,5.3,0,2.679,55.77,4.54,false,18.99,18.75
28700,2024-04-26,2026-05-25,759,standalone,3,18-24,US,10.4,3,1.674,48.81,5.63,false,11.99,12.2
28701,2023-03-24,2024-04-30,403,standalone,1,55+,LATAM,15.7,2,2.304,39.58,6.33,false,11.99,11.71
28702,2022-06-02,2024-02-15,623,bundle,2,55+,EMEA,9.2,0,0.967,40.63,5.25,false,18.99,15.58
28703,2024-06-16,2024-08-23,68,standalone,0,18-24,APAC,1.6,1,10.807,48.1,2.97,false,11.99,14.09
28704,2026-06-20,,,standalone,3,25-34,LATAM,2.9,0,13.579,41.32,3.24,false,11.99,11.4
28705,2023-03-09,2023-05-25,77,standalone,1,25-34,APAC,5.2,1,15.676,43.6,4.52,false,11.99,11.63
28706,2024-10-29,,,standalone,2,25-34,LATAM,43.3,0,0.078,45.0,10.12,false,11.99,13.72
28707,2025-09-25,2026-01-13,110,standalone,1,35-44,APAC,1.7,1,12.121,50.54,3.23,false,11.99,14.12
28708,2024-03-16,2024-11-17,246,standalone,4,25-34,US,12.1,3,0.964,36.96,7.43,false,11.99,11.56
28709,2022-06-01,2023-08-07,432,standalone,7,45-54,LATAM,23.5,2,1.68,52.35,7.0,false,11.99,13.15
28710,2022-01-24,2023-05-20,481,standalone,1,25-34,US,2.0,2,2.385,29.91,2.12,false,11.99,11.02
28711,2025-03-26,2025-09-17,175,standalone,1,18-24,US,4.2,1,8.423,50.07,3.17,false,11.99,12.73
28712,2025-04-29,2026-03-02,307,standalone,2,18-24,EMEA,27.1,2,2.074,56.2,7.35,false,11.99,12.49
28713,2024-10-26,2025-08-13,291,bundle,2,18-24,US,3.9,1,4.093,40.57,3.54,true,18.99,17.4
28714,2024-11-13,2025-04-23,161,standalone,2,18-24,US,2.8,1,7.729,49.76,4.25,false,11.99,10.03
28715,2020-06-05,2020-12-29,207,standalone,1,25-34,US,3.8,1,3.93,54.93,4.07,false,11.99,12.04
28716,2021-07-15,,,bundle,4,45-54,US,8.2,2,0.108,57.18,5.39,false,18.99,22.51
28717,2023-04-02,2024-07-04,459,standalone,1,45-54,US,3.1,2,1.893,46.06,3.03,false,11.99,12.23
28718,2026-07-30,,,standalone,2,55+,US,7.5,2,0.457,47.29,4.38,false,11.99,11.81
28719,2025-12-24,2026-06-01,159,standalone,1,25-34,EMEA,4.8,0,8.16,24.71,4.7,false,11.99,11.18
28720,2022-03-26,2022-12-30,279,standalone,2,35-44,US,2.7,3,6.348,36.05,2.8,false,11.99,11.51
28721,2023-01-29,2023-03-27,57,standalone,1,25-34,US,3.1,1,11.293,58.84,3.42,false,11.99,12.89
28722,2021-08-24,2021-11-26,94,bundle,2,35-44,LATAM,4.7,4,8.455,38.94,3.04,true,18.99,19.33
28723,2025-11-10,2026-04-05,146,standalone,4,18-24,EMEA,7.4,4,14.163,50.61,3.24,true,11.99,13.29
28724,2022-05-28,2022-10-20,145,standalone,0,35-44,LATAM,6.1,0,4.9,39.84,4.57,false,11.99,11.94
28725,2025-06-24,2026-01-07,197,standalone,1,35-44,US,4.0,2,6.416,37.49,4.13,false,11.99,12.33
28726,2020-05-15,2020-12-03,202,bundle,4,35-44,US,9.8,6,10.01,64.38,4.12,false,18.99,17.69
28727,2023-09-17,2024-05-18,244,bundle,2,45-54,EMEA,6.8,3,9.609,59.4,3.49,false,18.99,19.16
28728,2026-04-26,,,standalone,1,25-34,US,3.0,3,7.935,53.12,3.01,false,11.99,11.71
28729,2022-04-10,2022-09-12,155,standalone,1,45-54,US,2.2,1,14.603,48.48,3.34,false,11.99,11.02
28730,2022-11-04,2023-10-13,343,standalone,0,18-24,EMEA,3.4,1,2.15,48.26,3.27,true,11.99,11.12
28731,2022-08-19,2025-01-31,896,bundle,1,35-44,US,19.8,4,0.126,71.37,7.27,false,18.99,19.24
28732,2021-08-09,2021-11-14,97,standalone,2,25-34,US,8.1,1,18.252,41.85,5.06,false,11.99,10.48
28733,2024-11-23,2025-07-03,222,standalone,3,25-34,US,4.5,2,15.123,37.96,3.18,false,11.99,13.81
28734,2024-01-01,2024-11-28,332,standalone,3,45-54,EMEA,12.2,4,2.788,41.77,5.54,false,11.99,11.33
28735,2024-08-16,2025-04-25,252,standalone,1,25-34,US,21.0,1,2.013,50.5,9.15,false,11.99,11.13
28736,2024-04-16,2025-11-13,576,standalone,6,35-44,US,15.3,2,1.453,46.19,7.03,false,11.99,12.61
28737,2024-03-21,2026-06-10,811,bundle,3,45-54,US,14.6,3,3.348,67.51,4.35,false,18.99,17.75
28738,2021-12-10,2022-07-04,206,bundle,6,25-34,US,8.5,0,0.559,54.64,6.6,false,18.99,20.27
28739,2023-07-24,2024-07-20,362,standalone,2,35-44,US,5.7,1,6.628,54.29,3.45,false,11.99,11.15
28740,2022-06-21,2022-11-10,142,standalone,2,35-44,APAC,7.4,2,1.628,42.02,6.81,false,11.99,14.74
28741,2023-12-27,,,bundle,7,25-34,US,18.9,6,0.669,48.37,5.6,false,18.99,14.12
28742,2022-10-27,2022-11-24,28,bundle,1,25-34,US,1.5,0,9.199,61.72,3.82,true,18.99,18.68
28743,2025-10-05,2026-08-19,318,bundle,2,25-34,US,7.6,2,3.32,54.39,4.68,false,18.99,20.0
28744,2022-11-27,2023-10-04,311,standalone,0,25-34,LATAM,14.1,1,0.612,41.44,7.16,true,11.99,12.64
28745,2024-05-25,2025-07-17,418,bundle,2,55+,LATAM,3.0,2,1.034,44.91,3.69,false,18.99,18.08
28746,2026-01-05,,,standalone,2,18-24,LATAM,10.8,1,1.616,42.79,5.98,false,11.99,12.43
28747,2021-03-14,2021-07-08,116,bundle,3,55+,US,7.4,3,4.268,45.77,4.59,true,18.99,22.37
28748,2023-12-25,2024-10-23,303,standalone,3,18-24,LATAM,14.5,1,3.368,56.06,6.82,false,11.99,13.34
28749,2025-04-08,2026-03-08,334,standalone,1,25-34,US,2.4,4,8.519,51.21,2.36,false,11.99,11.9
28750,2025-10-09,,,standalone,2,35-44,US,12.5,0,0.567,54.69,6.17,false,11.99,12.4
28751,2023-11-08,2024-08-02,268,standalone,2,25-34,EMEA,10.4,3,3.206,50.29,4.8,false,11.99,10.2
28752,2025-03-26,2025-10-06,194,bundle,3,45-54,US,4.1,1,7.916,65.87,4.03,false,18.99,17.61
28753,2026-08-14,,,standalone,5,18-24,LATAM,4.3,1,12.066,54.25,3.32,false,11.99,11.03
28754,2025-07-26,,,standalone,0,35-44,LATAM,17.9,0,4.211,58.97,7.07,false,11.99,11.76
28755,2023-10-22,2026-08-17,1030,bundle,0,35-44,LATAM,26.8,1,0.958,43.18,8.21,false,18.99,17.69
28756,2023-12-10,2024-06-21,194,standalone,2,55+,APAC,26.2,2,4.612,52.07,6.62,false,11.99,12.82
28757,2022-04-26,2022-12-08,226,bundle,5,25-34,US,11.3,8,14.53,66.82,4.27,false,18.99,18.65
28758,2020-04-07,2021-10-10,551,standalone,4,25-34,US,4.7,2,0.453,50.67,4.02,false,11.99,11.16
28759,2026-05-13,,,standalone,1,25-34,EMEA,1.5,5,5.336,57.77,2.57,false,11.99,13.58
28760,2020-03-19,2020-05-29,71,bundle,3,35-44,US,4.5,2,11.911,50.28,3.29,true,18.99,20.74
28761,2026-05-11,,,standalone,4,18-24,US,2.7,1,3.568,33.4,3.36,false,11.99,10.47
28762,2022-08-16,2023-01-12,149,bundle,3,25-34,US,3.9,1,5.627,38.49,3.86,true,18.99,19.2
28763,2024-11-25,,,standalone,4,25-34,US,21.4,3,1.376,36.34,7.03,false,11.99,11.83
28764,2023-12-01,2023-12-25,24,standalone,2,35-44,EMEA,1.9,1,10.741,59.18,4.47,false,11.99,12.87
28765,2026-07-24,,,bundle,5,35-44,LATAM,6.2,5,1.025,46.49,5.06,false,18.99,17.52
28766,2025-02-16,2026-03-21,398,standalone,4,55+,US,8.5,1,2.125,32.2,5.75,false,11.99,13.0
28767,2021-07-30,2022-09-15,412,bundle,3,18-24,EMEA,4.8,2,0.63,43.69,3.67,true,18.99,19.49
28768,2025-07-02,,,bundle,1,35-44,US,8.2,2,7.388,43.88,3.65,true,18.99,17.93
28769,2024-03-06,2024-07-19,135,bundle,2,35-44,US,2.8,0,0.927,49.84,5.2,true,18.99,16.46
28770,2025-03-20,2026-05-05,411,standalone,2,45-54,US,5.3,5,1.801,53.05,3.87,false,11.99,11.24
28771,2025-03-12,2025-10-30,232,bundle,5,35-44,US,15.9,2,1.897,64.59,9.41,false,18.99,22.5
28772,2025-10-04,,,standalone,2,18-24,APAC,6.2,3,1.905,54.18,3.67,false,11.99,10.86
28773,2020-05-28,2023-10-29,1249,standalone,2,18-24,LATAM,29.0,5,0.319,43.25,5.13,true,11.99,12.19
28774,2020-12-09,2021-01-27,49,bundle,4,25-34,APAC,3.1,0,10.15,50.69,4.01,false,18.99,21.85
28775,2026-07-13,,,standalone,2,55+,US,7.5,1,1.307,57.78,4.48,false,11.99,13.04
28776,2020-03-06,2020-05-31,86,standalone,6,55+,US,2.2,2,13.284,52.73,3.28,false,11.99,11.5
28777,2021-10-11,2022-02-13,125,standalone,2,25-34,US,7.6,4,16.567,57.56,3.77,false,11.99,12.44
28778,2026-04-24,2026-06-26,63,standalone,3,18-24,EMEA,1.0,0,9.994,64.07,2.96,false,11.99,10.83
28779,2021-04-28,2022-05-16,383,standalone,1,18-24,EMEA,1.9,3,0.332,58.45,3.86,false,11.99,13.8
28780,2025-11-07,2026-03-29,142,bundle,3,18-24,APAC,9.2,1,2.008,71.38,6.76,false,18.99,19.14
28781,2026-07-12,,,standalone,4,18-24,APAC,3.0,3,0.097,44.73,4.16,true,11.99,10.28
28782,2023-03-07,2026-03-26,1115,standalone,3,45-54,US,10.5,3,2.435,48.49,4.13,false,11.99,13.12
28783,2023-06-15,2023-12-20,188,standalone,0,18-24,US,6.8,2,0.972,56.23,6.14,false,11.99,11.36
28784,2022-01-24,2022-05-17,113,standalone,0,45-54,APAC,3.7,2,7.235,42.15,4.0,false,11.99,12.15
28785,2026-02-19,2026-03-07,16,bundle,4,25-34,LATAM,1.7,1,15.942,40.24,4.49,true,18.99,20.84
28786,2025-05-23,2026-02-11,264,bundle,4,18-24,US,3.2,0,5.586,42.77,3.33,false,18.99,19.69
28787,2024-01-03,,,bundle,2,18-24,US,11.6,6,0.704,32.06,4.77,false,18.99,15.96
28788,2022-07-23,2023-08-04,377,standalone,2,45-54,US,9.5,2,4.867,53.38,4.66,false,11.99,13.07
28789,2024-09-01,2024-10-30,59,standalone,2,18-24,EMEA,1.4,1,26.648,29.58,2.2,false,11.99,10.75
28790,2026-07-27,,,standalone,3,45-54,APAC,32.3,5,0.243,48.99,7.55,false,11.99,11.95
28791,2026-04-25,,,standalone,2,25-34,APAC,7.4,0,3.058,59.26,5.25,false,11.99,11.09
28792,2024-09-12,2025-08-11,333,bundle,1,25-34,US,9.7,0,7.731,51.61,4.72,false,18.99,21.46
28793,2021-06-17,2021-08-07,51,standalone,5,45-54,US,1.4,0,7.814,49.13,2.88,false,11.99,11.56
28794,2024-04-29,2024-07-09,71,standalone,6,45-54,LATAM,7.1,1,3.92,49.84,6.38,false,11.99,11.62
28795,2025-09-12,,,standalone,3,35-44,US,9.2,1,5.919,45.75,4.41,false,11.99,9.83
28796,2020-01-19,2020-08-18,212,bundle,4,25-34,LATAM,10.6,2,3.731,54.18,4.85,false,18.99,19.98
28797,2024-12-19,2026-03-12,448,bundle,2,55+,US,15.4,4,2.225,59.02,6.91,false,18.99,20.61
28798,2023-04-02,2025-02-12,682,standalone,3,18-24,EMEA,14.7,3,1.719,35.48,4.89,false,11.99,10.75
28799,2023-10-26,2024-08-27,306,standalone,2,45-54,LATAM,8.2,2,1.214,56.06,5.72,false,11.99,11.91
28800,2026-06-23,,,bundle,6,25-34,LATAM,8.2,4,6.032,52.83,4.24,false,18.99,14.88
28801,2025-09-30,,,standalone,3,18-24,LATAM,2.5,3,1.327,52.38,3.01,false,11.99,10.37
28802,2020-12-13,2021-06-24,193,bundle,2,35-44,EMEA,7.9,1,6.497,66.45,4.7,false,18.99,18.87
28803,2023-04-15,2025-03-20,705,standalone,2,25-34,US,29.9,3,1.023,39.23,8.41,false,11.99,12.03
28804,2023-08-15,2025-07-16,701,standalone,1,35-44,EMEA,9.7,1,4.105,42.91,5.22,false,11.99,11.72
28805,2020-04-29,2022-01-18,629,standalone,6,18-24,EMEA,25.0,2,0.151,44.68,8.37,false,11.99,12.2
28806,2020-10-16,2023-01-12,818,standalone,2,25-34,US,11.9,4,0.226,32.93,5.49,false,11.99,13.2
28807,2020-02-14,2020-07-14,151,standalone,0,18-24,US,2.4,1,3.715,54.67,3.21,false,11.99,12.84
28808,2023-05-16,,,standalone,1,35-44,LATAM,14.1,2,0.486,52.44,5.12,false,11.99,13.44
28809,2020-09-18,2020-11-28,71,standalone,3,25-34,LATAM,5.9,1,9.097,39.79,4.86,false,11.99,12.06
28810,2024-11-28,2026-05-23,541,standalone,2,18-24,US,6.2,3,0.405,51.77,4.37,false,11.99,11.19
28811,2025-11-09,2026-05-30,202,bundle,4,18-24,US,2.5,2,8.734,56.75,3.14,false,18.99,19.47
28812,2023-06-13,2023-10-09,118,bundle,4,55+,APAC,4.3,2,12.772,43.4,3.64,false,18.99,19.15
28813,2024-07-28,2025-03-31,246,standalone,0,55+,EMEA,3.1,1,14.931,51.48,2.74,false,11.99,10.86
28814,2021-06-29,2021-11-08,132,standalone,3,25-34,US,6.6,0,14.927,37.01,4.96,false,11.99,12.25
28815,2021-07-23,2022-09-02,406,bundle,5,55+,LATAM,9.6,3,2.057,69.71,4.72,false,18.99,19.77
28816,2022-09-12,2023-08-14,336,standalone,2,55+,US,6.8,1,0.012,47.27,6.7,true,11.99,10.06
28817,2021-07-09,2021-08-07,29,standalone,1,18-24,LATAM,2.4,1,9.14,69.33,3.44,true,11.99,10.9
28818,2026-07-13,,,standalone,1,45-54,US,0.9,0,22.381,42.41,2.57,false,11.99,11.33
28819,2025-04-08,2025-07-22,105,bundle,0,25-34,US,3.1,1,7.98,73.09,3.68,false,18.99,20.54
28820,2021-09-06,2022-02-20,167,standalone,4,25-34,US,4.2,1,2.862,36.88,3.91,false,11.99,10.32
28821,2021-07-23,2024-09-01,1136,standalone,4,45-54,US,11.5,2,0.148,47.67,4.95,false,11.99,12.92
28822,2022-05-31,2023-10-28,515,standalone,0,25-34,US,23.7,3,2.291,53.99,6.09,false,11.99,10.64
28823,2026-01-19,2026-05-13,114,bundle,4,25-34,LATAM,3.7,1,7.614,61.8,3.38,true,18.99,16.08
28824,2023-12-02,2025-03-10,464,bundle,2,25-34,LATAM,11.6,3,10.154,67.15,3.82,false,18.99,22.58
28825,2023-11-24,2024-04-22,150,standalone,5,45-54,EMEA,4.9,0,3.635,45.06,4.56,false,11.99,11.77
28826,2025-11-05,,,standalone,0,35-44,EMEA,3.4,0,4.978,41.87,3.68,false,11.99,12.14
28827,2026-04-29,,,standalone,3,35-44,LATAM,7.2,2,8.716,44.86,3.8,false,11.99,11.14
28828,2022-03-30,2022-06-08,70,standalone,1,45-54,LATAM,0.8,0,3.555,43.78,3.47,false,11.99,13.07
28829,2026-03-25,2026-07-19,116,standalone,2,25-34,LATAM,5.9,0,1.458,54.11,7.36,false,11.99,13.07
28830,2022-10-25,,,bundle,2,35-44,US,16.2,3,1.446,48.67,4.7,false,18.99,19.75
28831,2025-01-01,2025-04-19,108,standalone,1,25-34,EMEA,3.5,0,13.198,53.64,3.02,true,11.99,12.29
28832,2023-09-02,2024-08-09,342,standalone,3,55+,LATAM,2.3,4,2.85,52.89,2.57,false,11.99,14.12
28833,2025-12-10,2026-04-26,137,standalone,6,25-34,US,7.6,3,3.399,32.73,5.87,true,11.99,12.06
28834,2021-12-27,2022-06-12,167,standalone,1,45-54,US,5.3,0,5.28,45.03,4.9,false,11.99,12.32
